DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2001-0193-FRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FRA,France,Western Europe,Europe,"Calvados district (Basse-Normandie province), Seine-Maritime, Eure districts (Haute-Normandie province), Meuse district (Lorraine province), Haute-Marne district (Champagne-Ardenne province), Rhone district (Rhone-Alpes province), Doubs district (Franche-Comte province), Oise district (Picardie province), Finistère, lle-et-Vilaine districts (Bretagne province) ; Mâcon, Chalon-sur-Saône cities (Saone-et-Loire district, Bourgogne province), Nantes city (Loire-Atlantique district, Pays-de-la-Loire province), Montbazon (Indre-et-Loire district, Centre province)",HEavy rain,,No,No,No,,78100.0,Km2,,,"Saone, Seine, Rhone-Saone, Avre, Iton.",2001,3.0,21.0,2001,3.0,28.0,3.0,,8100.0,,8100.0,,,,,132350.0,227752.0,58.11147437438208,"[{""adm2_code"":16249,""adm2_name"":""Calvados""},{""adm2_code"":16254,""adm2_name"":""Saone-et-Loire""},{""adm2_code"":16257,""adm2_name"":""Finistere""},{""adm2_code"":16258,""adm2_name"":""Ille-et-Vilaine""},{""adm2_code"":16263,""adm2_name"":""Indre-et-Loire""},{""adm2_code"":16268,""adm2_name"":""Haute-Marne""},{""adm2_code"":16272,""adm2_name"":""Doubs""},{""adm2_code"":16276,""adm2_name"":""Eure""},{""adm2_code"":16277,""adm2_name"":""Seine-Maritime""},{""adm2_code"":16295,""adm2_name"":""Meuse""},{""adm2_code"":16308,""adm2_name"":""Loire-Atlantique""},{""adm2_code"":16314,""adm2_name"":""Oise""},{""adm2_code"":16332,""adm2_name"":""Rhone""}]",2005-09-19,2023-09-25
2001-0229-FRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FRA,France,Western Europe,Europe,"Abbeville, Amiens cities (Somme district, Picardie province)",Heavy rain,,No,No,No,,9210.0,Km2,,,Somme River,2001,4.0,7.0,2001,5.0,2.0,,,7371.0,,7371.0,,,,,,,58.11147437438208,"[{""adm2_code"":16315,""adm2_name"":""Somme""}]",2005-09-19,2023-09-25
2001-0323-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Lot district (Midi-Pyrenees province), Dordogne district (Aquitaine), Corrèze district (Limousin province) (Sud-Ouest)",,,No,No,No,,,Km2,,,,2001,7.0,4.0,2001,7.0,4.0,,1.0,720.0,,721.0,,,,,,,58.11147437438208,"[{""adm2_code"":16240,""adm2_name"":""Dordogne""},{""adm2_code"":16291,""adm2_name"":""Correze""},{""adm2_code"":16303,""adm2_name"":""Lot""}]",2003-07-01,2023-09-25
2001-0324-FRA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,FRA,France,Western Europe,Europe,"Strasbourg city (Bas-Rhin district, Alsace province)",,,No,No,No,,149.0,Kph,,,,2001,7.0,6.0,2001,7.0,6.0,12.0,85.0,,,85.0,,,,,,,58.11147437438208,"[{""adm2_code"":16238,""adm2_name"":""Bas-Rhin""}]",2003-07-01,2023-09-25
2001-0355-FRA,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Digue,FRA,France,Western Europe,Europe,Gâvres (Morbihan),,,No,No,No,,,,,,,2001,1.0,10.0,2001,1.0,10.0,,,240.0,,240.0,,,,,,,58.11147437438208,,2003-07-01,2023-09-25
2001-0535-FRA,No,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Petro-chimical factory AZF,FRA,France,Western Europe,Europe,Toulouse,,,No,No,No,,,m3,,,,2001,9.0,21.0,2001,9.0,21.0,31.0,2442.0,15000.0,,17442.0,,,,,,,58.11147437438208,,2003-07-01,2023-09-25
2001-0583-FRA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,FRA,France,Western Europe,Europe,"Villeneuve-les-Maguelone city (Hérault district, Languedoc-Rousillon province), Loriol city (Haute-Loire district, Auvergne province)",,,No,No,No,,,Kph,,,,2001,10.0,20.0,2001,10.0,21.0,2.0,35.0,300.0,,335.0,,,,,,,58.11147437438208,"[{""adm2_code"":16247,""adm2_name"":""Haute-Loire""},{""adm2_code"":16287,""adm2_name"":""Herault""}]",2004-10-28,2023-09-25
2001-0743-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,Somme district (Picardie province),,,No,No,No,,,Km2,,,,2001,7.0,8.0,2001,7.0,8.0,,,300.0,,300.0,,,,,,,58.11147437438208,"[{""adm2_code"":16315,""adm2_name"":""Somme""}]",2003-07-01,2023-09-25
2002-0001-FRA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,"Maison de retraite ""L'Accueil""",FRA,France,Western Europe,Europe,Saint-Bonnet-de-Mure,,,No,No,No,,,,,,,2002,1.0,2.0,2002,1.0,2.0,12.0,9.0,,,9.0,,,,,,,59.03314407861422,,2005-05-03,2023-09-25
2002-0012-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Vosges, Moselle district (Lorraine province), Haute-Marne district (Champagne-Ardenne province)",,,No,No,No,,,Km2,,,,2002,1.0,,2002,1.0,,,,180.0,,180.0,,,,,,,59.03314407861422,"[{""adm2_code"":16268,""adm2_name"":""Haute-Marne""},{""adm2_code"":16296,""adm2_name"":""Moselle""},{""adm2_code"":16297,""adm2_name"":""Vosges""}]",2004-03-24,2023-09-25
2002-0553-FRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,FRA,France,Western Europe,Europe,"Urrugne, Hendaye, Saint-Jean-de-Luz cities (Pyrénées-Atlantique district, Aquitaine province), Saint-Anne-du-Castellet city (Var district, Provence-Alpes-Cote-d'Azure province), Sain-Martin-de-Seignanx, Béarn cities (Landes district, Aquitaine province); Pyrénée-Orientales district",,,No,No,No,,,Km2,,,,2002,8.0,25.0,2002,8.0,25.0,,,800.0,,800.0,,,,,,,59.03314407861422,"[{""adm2_code"":16242,""adm2_name"":""Landes""},{""adm2_code"":16244,""adm2_name"":""Pyrenees-Atlantique""},{""adm2_code"":16289,""adm2_name"":""Pyrenees-Orientales""},{""adm2_code"":16324,""adm2_name"":""Var""}]",2003-07-01,2023-09-25
2002-0574-FRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FRA,France,Western Europe,Europe,"Gard, Hérault districts (Languedo-Rousillon province), Vaucluse dsitrict (Provence-Alpes-Cote-d'Azure province), Rhone, Drome, Ardeche districts (Languedoc-Rousillon province)",Heavy rains,,No,No,No,,10480.0,Km2,,,,2002,9.0,8.0,2002,9.0,12.0,23.0,,2500.0,,2500.0,,,398000.0,674198.0,1190000.0,2015817.0,59.03314407861422,"[{""adm2_code"":16286,""adm2_name"":""Gard""},{""adm2_code"":16287,""adm2_name"":""Herault""},{""adm2_code"":16325,""adm2_name"":""Vaucluse""},{""adm2_code"":16327,""adm2_name"":""Ardeche""},{""adm2_code"":16328,""adm2_name"":""Drome""},{""adm2_code"":16332,""adm2_name"":""Rhone""}]",2004-01-21,2023-09-25
2002-0673-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Jeanett,FRA,France,Western Europe,Europe,"Eure district (Haute-Normandie province), Manche, Calvados districts (Basse-Normandie province), Pas-de-Calais district (Nord-Pas-de-Calais province), Somme district (Picardie province), Seine-Maritime district (Haute-Normandie province), Seine-Saint-Denis district (Ile-de-France province)",,,No,No,No,,,Kph,,,,2002,10.0,27.0,2002,10.0,27.0,4.0,3.0,,,3.0,,,,,1000.0,1694.0,59.03314407861422,"[{""adm2_code"":16249,""adm2_name"":""Calvados""},{""adm2_code"":16250,""adm2_name"":""Manche""},{""adm2_code"":16276,""adm2_name"":""Eure""},{""adm2_code"":16277,""adm2_name"":""Seine-Maritime""},{""adm2_code"":16282,""adm2_name"":""Seine-Saint-Denis""},{""adm2_code"":16307,""adm2_name"":""Pas-de-Calais""},{""adm2_code"":16315,""adm2_name"":""Somme""}]",2003-07-01,2023-09-25
2002-0712-FRA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,"Var, Vaucluse districts (Provence-Alpes-Cote-d'Azure province)",,,No,No,No,,,Kph,,,,2002,11.0,18.0,2002,11.0,18.0,1.0,,250.0,,250.0,,,,,,,59.03314407861422,"[{""adm2_code"":16324,""adm2_name"":""Var""},{""adm2_code"":16325,""adm2_name"":""Vaucluse""}]",2003-07-01,2023-09-25
2002-0730-FRA,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,FRA,France,Western Europe,Europe,Near Nancy,,,No,No,No,,,,,,,2002,11.0,6.0,2002,11.0,6.0,12.0,9.0,,,9.0,,,,,,,59.03314407861422,,2004-08-06,2023-09-25
2003-0001-FRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FRA,France,Western Europe,Europe,"Lisieux city (Calvados district, Basse-Normandie province) ; Ardennes district (Champagne-Ardenne province), Oise, Aisnes districts (Picardie province)",Heavy rains,,No,No,No,,,Km2,,,"Seine, Oise, Aisnes",2003,1.0,1.0,2003,1.0,8.0,1.0,,,,,,,,,,,60.37325106625937,"[{""adm2_code"":16249,""adm2_name"":""Calvados""},{""adm2_code"":16266,""adm2_name"":""Ardennes""},{""adm2_code"":16313,""adm2_name"":""Aisne""},{""adm2_code"":16314,""adm2_name"":""Oise""}]",2004-01-19,2024-10-25
2003-0003-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Calvann,FRA,France,Western Europe,Europe,"Alsace, Champagne-Ardenne, Franche-Comte, Lorraine provinces (Nord-East region)",,,No,No,No,,,Kph,,,,2003,1.0,2.0,2003,1.0,3.0,1.0,,,,,,,,,50.0,83.0,60.37325106625937,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1255,""adm1_name"":""Champagne-Ardenne""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1263,""adm1_name"":""Lorraine""}]",2007-04-16,2023-09-25
2003-0226-FRA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,House/hotel,FRA,France,Western Europe,Europe,Marseille,,,No,No,No,,,,,,,2003,5.0,14.0,2003,5.0,14.0,10.0,18.0,,,18.0,,,,,,,60.37325106625937,,2003-08-11,2023-09-25
2003-0228-FRA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,FRA,France,Western Europe,Europe,Near Lyon,,,No,No,No,,,,,,,2003,5.0,17.0,2003,5.0,17.0,28.0,46.0,,,46.0,,,,,,,60.37325106625937,,2003-08-11,2023-09-25
2003-0365-FRA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,FRA,France,Western Europe,Europe,"Massif des Maures mountain (Var district, Provence-Alpes-Cote-d'Azur province)","Drought, man",,No,No,No,,180.0,Km2,,,,2003,7.0,28.0,2003,7.0,30.0,5.0,4.0,3000.0,,3004.0,,,,,,,60.37325106625937,"[{""adm2_code"":16324,""adm2_name"":""Var""}]",2004-02-26,2023-09-25
2003-0391-FRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FRA,France,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",,Drought,No,No,No,,43.0,°C,,,,2003,8.0,1.0,2003,8.0,20.0,19490.0,,,,,,,,,4400000.0,7287996.0,60.37325106625937,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1252,""adm1_name"":""Bourgogne""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1254,""adm1_name"":""Centre""},{""adm1_code"":1255,""adm1_name"":""Champagne-Ardenne""},{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1263,""adm1_name"":""Lorraine""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm1_code"":1267,""adm1_name"":""Picardie""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""},{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2007-04-16,2023-09-25
2003-0395-FRA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,"Maine-et-Loire district (Pays-de-la-Loire province), Landes, Gironde districts (Aquitaire province), Charente-Maritime, Vienne districts (Poitou-Charentes province)",,Hail|Rain,No,No,No,,160.0,Kph,,,,2003,7.0,15.0,2003,7.0,15.0,5.0,70.0,,,70.0,,,,,,,60.37325106625937,"[{""adm2_code"":16241,""adm2_name"":""Gironde""},{""adm2_code"":16242,""adm2_name"":""Landes""},{""adm2_code"":16309,""adm2_name"":""Maine-et-Loire""},{""adm2_code"":16317,""adm2_name"":""Charente-Maritime""},{""adm2_code"":16319,""adm2_name"":""Vienne""}]",2004-03-10,2023-09-25
2003-0549-FRA,No,tec-ind-col-col,Technological,Industrial accident,Collapse (Industrial),Collapse (Industrial),,"Passerelle d'accès au paquebot ""Queen Mary 2""",FRA,France,Western Europe,Europe,Saint-Nazaire,,,No,No,No,,,m3,,,,2003,11.0,15.0,2003,11.0,15.0,15.0,27.0,,,27.0,,,,,,,60.37325106625937,,2003-11-19,2023-09-25
2003-0586-FRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,FRA,France,Western Europe,Europe,"Herault, Gard districts (Langedoc-Rousillon province), Bouches-du-Rhone, Vaucluse districts (Provende-Alpes-Cote-d'Azure province) (South and East)","Heavy rains, high winds","Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Rhone river,2003,12.0,2.0,2003,12.0,3.0,9.0,,27000.0,,27000.0,,,1010000.0,1672926.0,1500000.0,2484544.0,60.37325106625937,"[{""adm2_code"":16286,""adm2_name"":""Gard""},{""adm2_code"":16287,""adm2_name"":""Herault""},{""adm2_code"":16322,""adm2_name"":""Bouches-du-Rhone""},{""adm2_code"":16325,""adm2_name"":""Vaucluse""}]",2003-12-22,2023-09-25
2004-0277-FRA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,FRA,France,Western Europe,Europe,Near Poitiers,,,No,No,No,,,,,,,2004,6.0,23.0,2004,6.0,23.0,11.0,39.0,,,39.0,,,,,,,61.98958593432169,,2004-06-28,2023-09-25
2004-0427-FRA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,"Alpes-maritimes, Var, Bouches-du-Rhone districts (Provence-Alpes-Cote-d'Azur province), Gard, Aude, Herault, Pyrenees-Orientales districts (Languedoc-Rousillon province) (Region Méditérranéenne), Aveyron, Lot districts (Midi-Pyrenees province), Lozère district (Langedoc-Rousillon province), Cantal, Haute-Loire, Puy-de-Dôme, Allier districts (Auvergne province), Loire district (Rhone-Alpes province), Creuse, Haute-Vienne, Corrèze districts (Limousin province) (Massif Central)",,Rain,No,No,No,,,Kph,,,,2004,8.0,17.0,2004,8.0,18.0,11.0,,,,,,,,,,,61.98958593432169,"[{""adm2_code"":16245,""adm2_name"":""Allier""},{""adm2_code"":16246,""adm2_name"":""Cantal""},{""adm2_code"":16247,""adm2_name"":""Haute-Loire""},{""adm2_code"":16248,""adm2_name"":""Puy-de-Dome""},{""adm2_code"":16288,""adm2_name"":""Lozere""},{""adm2_code"":16291,""adm2_name"":""Correze""},{""adm2_code"":16292,""adm2_name"":""Creuse""},{""adm2_code"":16293,""adm2_name"":""Haute-Vienne""},{""adm2_code"":16299,""adm2_name"":""Aveyron""},{""adm2_code"":16303,""adm2_name"":""Lot""},{""adm2_code"":16331,""adm2_name"":""Loire""}]",2004-08-20,2023-09-25
2004-0657-FRA,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Immeuble de logements sociaux,FRA,France,Western Europe,Europe,Mulhouse,,,No,No,No,,,,,,,2004,12.0,26.0,2004,12.0,26.0,17.0,15.0,,,15.0,,,,,,,61.98958593432169,,2004-12-27,2023-09-25
2005-0198-FRA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Hotel,FRA,France,Western Europe,Europe,Paris,,,No,No,No,,,,,,,2005,4.0,14.0,2005,4.0,15.0,23.0,50.0,,,50.0,,,,,,,64.09274025742687,,2005-04-15,2023-09-25
2005-0367-FRA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,FRA,France,Western Europe,Europe,"Gardanne, Aix en Provence, Meyreuil, Lançon-de-Provence, Val-de-Cibourg (Bouches du Rhone), Calvi, Calenzana, Haut Nebbio, Pieve, Vallecalle, Murato, Montemaggiore, Montegrosso, Zilia, Avapessa et Aregno (Haute Corse), Saint-Zacharie, Draguignan, Saint-Tropez, Vidauban, Muy (Var) , Meze (Herault)",,,No,No,No,,35.5,Km2,,,,2005,6.0,20.0,2005,8.0,26.0,2.0,,,,,,,,,10000.0,15602.0,64.09274025742687,"[{""adm2_code"":16271,""adm2_name"":""Haute-Corse""},{""adm2_code"":16287,""adm2_name"":""Herault""},{""adm2_code"":16322,""adm2_name"":""Bouches-du-Rhone""},{""adm2_code"":16324,""adm2_name"":""Var""}]",2007-02-21,2023-09-25
2005-0462-FRA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Apartment blocks,FRA,France,Western Europe,Europe,Paris,,,No,No,No,,,,,,,2005,8.0,25.0,2005,8.0,26.0,17.0,30.0,,,30.0,,,,,,,64.09274025742687,,2005-09-06,2023-09-25
2005-0494-FRA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,"Buiding ""L'Ha-les-Roses""",FRA,France,Western Europe,Europe,Paris,,,No,No,No,,,,,,,2005,9.0,3.0,2005,9.0,4.0,18.0,,,,,,,,,,,64.09274025742687,,2005-09-07,2023-09-25
2005-0516-FRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,FRA,France,Western Europe,Europe,"Hérault, Gard districts (Languedoc-Rousillon province), Alpes-Maritimes district (Provence-Alpes-Cote-d'Azur province)",Violent thunderstorms,"Slide (land, mud, snow, rock)",No,No,No,,9810.0,Km2,,,,2005,9.0,7.0,2005,9.0,9.0,1.0,,3000.0,,3000.0,,,,,,,64.09274025742687,"[{""adm2_code"":16286,""adm2_name"":""Gard""},{""adm2_code"":16287,""adm2_name"":""Herault""},{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""}]",2005-09-13,2023-09-25
2005-0647-FRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FRA,France,Western Europe,Europe,"Perpignan city (Pyrenees-Orientales district, Languedoc-Rousillon province)",Heavy rains,,No,No,No,,2000.0,Km2,,,"Augly, Verdouble",2005,11.0,15.0,2005,11.0,17.0,2.0,,1000.0,,1000.0,,,,,,,64.09274025742687,"[{""adm2_code"":16289,""adm2_name"":""Pyrenees-Orientales""}]",2005-11-24,2023-09-25
2005-0655-FRA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,FRA,France,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",,Snow/ice,No,No,No,,,°C,,,,2005,11.0,23.0,2005,11.0,27.0,6.0,,,,,,,,,,,64.09274025742687,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1252,""adm1_name"":""Bourgogne""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1254,""adm1_name"":""Centre""},{""adm1_code"":1255,""adm1_name"":""Champagne-Ardenne""},{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1263,""adm1_name"":""Lorraine""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm1_code"":1267,""adm1_name"":""Picardie""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""},{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2007-01-17,2023-09-25
2005-0713-FRA,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,FRA,France,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes provinces",,Snow/ice,No,No,No,,,°C,,,,2005,12.0,27.0,2005,12.0,30.0,2.0,,,,,,,,,,,64.09274025742687,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1252,""adm1_name"":""Bourgogne""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1254,""adm1_name"":""Centre""},{""adm1_code"":1255,""adm1_name"":""Champagne-Ardenne""},{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1263,""adm1_name"":""Lorraine""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm1_code"":1267,""adm1_name"":""Picardie""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""},{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2007-01-12,2023-09-25
2006-0124-FRA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,"Provence-Alpes-Cote-d'Azur, Franche-Comte, Rhone-Alpes, Lorraine, Alsace provinces",,Cold wave,No,No,No,,,Kph,,,,2006,3.0,,2006,3.0,,4.0,,,,,,,,,,,66.16033056179792,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1263,""adm1_name"":""Lorraine""},{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2006-03-13,2023-09-25
2006-0383-FRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FRA,France,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",,,No,No,No,,37.0,°C,,,,2006,7.0,15.0,2006,7.0,23.0,1388.0,,,,,,,,,,,66.16033056179792,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1252,""adm1_name"":""Bourgogne""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1254,""adm1_name"":""Centre""},{""adm1_code"":1255,""adm1_name"":""Champagne-Ardenne""},{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1263,""adm1_name"":""Lorraine""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm1_code"":1267,""adm1_name"":""Picardie""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""},{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2006-07-20,2023-09-25
